"reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","title","location/lat","location/lng","categoryName","price","postalCode","address","reviewsCount","street","totalScore"
,,,,,"Saif pizza Fast food","31.5816355","74.4819359","Fast food restaurant",,"53480","sky land chowk, Jallo Park Access Rd, Phase 4 Al Rehman Garden, Jallo, Lahore, Punjab 53480, Pakistan","0","sky land chowk, Jallo Park Access Rd",
"7","6","3","0","0","Cock 'N' Bull (BM Housing Branch)","31.5960407","74.4810958","Fast food restaurant",,,"HFWJ+9FR, Plot # 98 Grand Trunk Rd, near Manawa, B-A Bismillah Housing Scheme, Lahore, Punjab, Pakistan","16","HFWJ+9FR, Plot # 98 Grand Trunk Rd, near Manawa","3.9"
"6","2","1","1","0","Cafeteria Ghurki Hospital","31.5904617","74.5019613","Cafeteria",,,"HGR2+5QP, Jallo More Lahore, Punjab, Pakistan","10","HGR2+5QP","4.2"
"4","0","0","0","0","Cafe 101","31.5844672","74.4878425","Food court",,,"HFMQ+Q4P, Canal Rd, Rampura, Lahore, Punjab, Pakistan","4","HFMQ+Q4P, Canal Rd","5"
,,,,,"AFC FOOD'S PIZZA","31.2448759","74.213717","Pizza restaurant",,,"66V7+XF4, Raiwind, Kasur, Punjab, Pakistan","0","66V7+XF4",
"134","61","20","48","17","Gourmet Foods","31.5970468","74.4988992","Bakery","$$",,"HFWX+RH6, Dograe Kalan Lahore, Punjab, Pakistan","280","HFWX+RH6","4"
"30","10","2","12","3","Kamran Sweets & Bakers","31.5767299","74.4906373","Bakery","$",,"Jallo Rd, Jallo Village Jallo, Lahore, Punjab, Pakistan","57","Jallo Rd","4.1"
"4","1","3","0","0","Frichicks jallo branch","31.5798133","74.4826431","Restaurant",,"53401","Jallo Park Access Rd, Al-Rehman Garden Phase 4 Phase 4 Al Rehman Garden, Lahore, Punjab 53401, Pakistan","8","Jallo Park Access Rd","3.4"
,,,,,"The Rahat Pizza Hut","31.1319693","74.4494405","Pizza restaurant",,,"Main Qadirabad chowk, Kasur, Pakistan","92","Main Qadirabad chowk","3.9"
,,,,,"K&Q Pizza Parlour","31.1221199","74.450357","Restaurant",,,"4FC2+R4X, M.A Jinah Rd, Kasur, Punjab, Pakistan","252","4FC2+R4X, M.A Jinah Rd","4.3"
,,,,,"MASTER PIZZA","31.1202019","74.4475219","Pizza delivery",,,"4CCX+32J, Railway Rd, Kasur, Punjab, Pakistan","1","4CCX+32J, Railway Rd","3"
,,,,,"Texas Pizza","31.7969946","74.2550895","Pizza restaurant",,"39000","GT Rd, opposite side of Meezan bank Muridke Branch, Muridke, Sheikhupura, Punjab 39000, Pakistan","12","GT Rd, opposite side of Meezan bank Muridke Branch","4.5"
,,,,,"Deno's Pizza Kasur","31.1173021","74.4438286","Pizza restaurant",,"55050","Qadreee plaza, near Railway station, Kasur, Punjab 55050, Pakistan","2","Qadreee plaza, near Railway station","3.5"
,,,,,"Pizza Town kasur","31.1322267","74.4533966","Pizza Takeout",,"55050","Bhatta, Bhatta goria wala, Chowk, Kasur, 55050, Pakistan","24","Bhatta, Bhatta goria wala, Chowk","4"
,,,,,"Chicken Bucket","31.6010048","74.3355893","Pizza restaurant",,,"Shop no 132 A, Shad Bagh, Lahore, Punjab, Pakistan","3","Shop no 132 A","5"
,,,,,"Pizza hub","31.1162763","74.4443855","Fast food restaurant",,,"4C8V+GQ6, Kasur, Punjab, Pakistan","73","4C8V+GQ6","4"
,,,,,"Pizza King kasur","31.1195904","74.4535438","Fast food restaurant",,,"Baldia Chowk, Tariq Colony Kasur, Punjab, Pakistan","30","Baldia Chowk","4.4"
,,,,,"GARDEN CAFE","31.1184366","74.4651486","Pizza restaurant",,"55030","Near new bus stand kasur road, Mean road, Kasur, 55030, Pakistan","0","Near new bus stand kasur road, Mean road",
,,,,,"Pizza Domenoz Hut","31.1313801","74.4445429","Pizza restaurant",,,"Khara Rd, near Allama Iqbal School, Pakiza Colony, Kasur, Punjab, Pakistan","13","Khara Rd, near Allama Iqbal School","4.3"
,,,,,"Pizza mountain","31.3651622","74.2362993","Pizza restaurant",,,"986+Fcx, Plot-Lahore Adda Plot Ring Road, near Stop N Shop-Add, Block K Fazaia Housing Society, Pakistan","4","986+Fcx, Plot-Lahore Adda Plot Ring Road, near Stop N Shop-Add","3.5"
,,,,,"Saltish Pizza","31.4386087","74.3599675","Pizza restaurant",,,"C9Q5+CXW, Aashiana Road, Bank Stop, Lahore, Pakistan","61","C9Q5+CXW, Aashiana Road, Bank Stop","3.9"
,,,,,"Red pepper","31.4377697","74.3632902","Pizza restaurant",,,"C9Q7+525, Gulshan Yaseen Colony, Lahore, Punjab, Pakistan","23","C9Q7+525","3.5"
,,,,,"Flame'O Food","31.4328762","74.3534198","Pizza restaurant",,"54800","40-A ROOFTOP, Pak-Arab Housing Scheme, Lahore, 54800, Pakistan","56","40-A ROOFTOP","4.2"
,,,,,"Red Pepper","31.4215945","74.363665","Pizza restaurant",,,"C9C7+JFM, Lahore – Kasur Rd, Nishter Colony, Lahore, Punjab, Pakistan","4","C9C7+JFM, Lahore – Kasur Rd","5"
,,,,,"Flamy tandoori pizza","31.3255483","74.2911946","Pizza restaurant",,,"87GR+6F8, Kot Araian - Jia Bagga Rd, Jia Bagga, Kot Araian, Lahore, Punjab, Pakistan","1","87GR+6F8, Kot Araian - Jia Bagga Rd","1"
,,,,,"The Pie Express","31.3336429","74.2797973","Pizza restaurant",,,"Park avenue, main boulevard, Are, Lahore, Punjab, Pakistan","17","Park avenue, main boulevard","4.7"
,,,,,"Chicken & Pizza hut","30.9734908","73.9724877","Restaurant",,,"XXFC+9XX, Chunian, Kasur, Punjab, Pakistan","121","XXFC+9XX","4"
,,,,,"Royal F3 Tandori Pizza","30.8750019","74.0521517","Pizza restaurant",,,"Depalpur Rd, opposite Allied Bank Ellah abad, Allah Abad, Kasur, Punjab, Pakistan","1","Depalpur Rd, opposite Allied Bank Ellah abad","5"
"551","118","54","78","20","Pizza That's it","31.4287865","74.3573969","Restaurant",,"54600","Lahore – Kasur Rd, near Attari Darbar Road, opposite Pak Arab Housing Society, Sufiabad, Lahore, Punjab 54600, Pakistan","821","Lahore – Kasur Rd, near Attari Darbar Road, opposite Pak Arab Housing Society","4.3"
"14","2","1","0","0","Bismillah pizza house","31.4418486","74.3616357","Fast food restaurant",,"54600","Bank Stop, Malik Chowk, Ferozepur Rd, Gulshan Yaseen Colony, Lahore, Punjab 54600, Pakistan","17","Bank Stop, Malik Chowk, Ferozepur Rd","4.6"
,,,,,"chicken & pizza hut changa manga road near pasban FILLING STATION chunian city","31.0737082","73.9884897","Restaurant",,"55220","3XFQ+F9Q, Changa Manga Rd, Chunian, Kasur, Punjab 55220, Pakistan","3","3XFQ+F9Q, Changa Manga Rd","4.3"
,,,,,"Pizza Junction - Bahria Orchard","31.3213827","74.227753","Pizza restaurant","$$","53720","Northern District Bahria Orchard, Lahore, Punjab 53720, Pakistan","615",,"4.2"
"95","11","6","5","2","Chick'n Cheese","31.3821143","74.2757852","Restaurant",,"54792","J-Block Food Court Area, Gate, 4 Defence Rd, Sector 2 Dha Rahbar, Lahore, 54792, Pakistan","119","J-Block Food Court Area, Gate, 4 Defence Rd","4.6"
,,,,,"Best pizza raiwind road Lahore","31.3766776","74.2301213","Restaurant",,,"96GJ+M2H, Raiwind Rd, Chamru Pur Chamrupur, Lahore, Punjab, Pakistan","11","96GJ+M2H, Raiwind Rd","4.1"
,,,,,"Stylish Pizza","31.355541","74.330845","Restaurant",,,"984J+68, Lahore, Punjab, Pakistan","0","984J+68",
,,,,,"JfC(pizza Hot)","31.425177","74.3736988","Fast food restaurant",,,"C9GF+3FG, Atta Bakhsh Rd, near awan marriage Hall, Sufiabad Mubarak Town, Lahore, Punjab, Pakistan","0","C9GF+3FG, Atta Bakhsh Rd, near awan marriage Hall",
"4","1","0","1","0","Student pizza","31.4086649","74.3596481","Restaurant",,"46000","Merto stup, Anum Rd, Dullu Khurd, Lahore, Punjab 46000, Pakistan","6","Merto stup, Anum Rd","4.5"
"2","0","0","0","0","KBS Pizza Planet","31.4377674","74.3681943","Fast food restaurant",,,"C9Q9+474, Haji Ilyas St, Gulshan Yaseen Colony, Lahore, Punjab, Pakistan","2","C9Q9+474, Haji Ilyas St","5"
"17","3","1","3","1","The Foodies Hub","31.3627319","74.2738088","Fast food restaurant",,,"977F+3GV, Block N Khayaban E Ameen, Lahore, Punjab, Pakistan","25","977F+3GV","4.4"
"20","0","0","0","0","Olive & Oak Restaurant","31.3341101","74.3822497","Restaurant",,"54000","Main Lahore – Kasur Rd, adjacent to Spice Arena, Lahore, Punjab 54000, Pakistan","20","Main Lahore – Kasur Rd, adjacent to Spice Arena","5"
"15","0","2","0","0","KNOSH FOODS","31.3292255","74.2922974","Fast food restaurant",,"54782","Jia Bagga, Lahore, Punjab 54782, Pakistan","17",,"4.5"
"2","0","0","0","0","BFC Pizza","31.4371011","74.3658547","Fast food restaurant",,,"C9P8+R8X, Aashiana Road, Gulshan Yaseen Colony, Lahore, Punjab, Pakistan","2","C9P8+R8X, Aashiana Road","5"
"36","9","17","9","5","94 Grill & Pizza","31.424176","74.3501194","Fast food restaurant",,"54000","Shadab Colony Rd, near nashter stop, Sherwani Town Housing Scheme, Lahore, Punjab 54000, Pakistan","76","Shadab Colony Rd, near nashter stop","3.6"
"8","0","0","1","0","Delicious Pizza Bedian ROAD LIDHER VILLAGE OPPOSITE BAO GEE MILK SHOP","31.4387569","74.368713","Restaurant",,,"BANK STOP, opposite BAO gee Milk Shop Old, Lidher, Lahore, Punjab, Pakistan","9","BANK STOP, opposite BAO gee Milk Shop Old","4.8"
"5","0","0","0","0","Hunny bunny food chain","31.422519","74.36394","Pizza restaurant",,"05441","1772 block, ahsan block, Nishter Colony, Lahore, Punjab 05441, Pakistan","5","1772 block, ahsan block","5"
"28","5","3","1","0","Al Habiby Restaurant","31.4204425","74.3446919","Pizza restaurant",,,"Al Habiby Near C Block Shadab Colony, Lahore – Kasur Rd, Lahore, Pakistan","37","Al Habiby Near C Block Shadab Colony, Lahore – Kasur Rd","4.5"
"11","0","0","0","0","M&M Pizzeria & Fast Food","31.3944966","74.3127059","Fast food restaurant",,"54000","Royal Residencia, Lahore, Punjab 54000, Pakistan","11",,"5"
"6","0","0","0","0","Tasty Pizza Dots","31.3877265","74.3623349","Fast food restaurant",,,"LDA roundabout Lahore – Kasur Rd, Gajju Matah, Lahore, Punjab, Pakistan","6","LDA roundabout Lahore – Kasur Rd","5"
"2","0","0","0","0","Hamza Fast food","31.4189436","74.2782969","Pizza restaurant",,,"C79H+H8F, Block E PGECHS 2, Lahore, Punjab, Pakistan","2","C79H+H8F","5"
,,,,,"Top Bite Pizza","31.4108831","74.3630849","Pizza restaurant",,"54762","C967+964, street 40, mohalla Youhanabad, Lahore, Punjab 54762, Pakistan","0","C967+964, street 40",
"1","0","0","0","0","New Tehzeeb Pizza (نیو تہذیب پیزا)","31.4336902","74.3634776","Fast food restaurant",,,"C9M7+F9H, Main Bazar Awan Market, Awan Market, Lahore, Punjab, Pakistan","1","C9M7+F9H, Main Bazar Awan Market","5"
"470","203","82","174","50","Haq Bahoo Foods - HBF","31.4336765","74.3560399","Pizza restaurant",,"54000","17 km Lahore – Kasur Rd, near pak arab society, opposite awan market, Saroba Garden Housing Scoiety, Lahore, Punjab 54000, Pakistan","979","17 km Lahore – Kasur Rd, near pak arab society, opposite awan market","3.9"
"2","1","1","0","0","Tfc pizza Burger &B'BQ","31.4249995","74.3470523","Family restaurant",,,"C8FW+XRV, Shadab Colony Rd, Sherwani Town Housing Scheme, Lahore, Punjab, Pakistan","4","C8FW+XRV, Shadab Colony Rd","3.8"
"1","0","2","0","0","Colorado Pizza Nishter","31.421289","74.3626312","Restaurant",,,"C9C7+G36، bhatti chowk, shadab town, main gate، opposite nishter main bazar, Nishter Colony, Lahore, Punjab, Pakistan","3","C9C7+G36، bhatti chowk, shadab town, main gate، opposite nishter main bazar","2.3"
"197","56","43","33","16","Foodie Moodie - Branch 1","31.4321744","74.346398","Fast food restaurant",,"54600","Plot 25-B، Commercial Market, Pak-Arab Housing Scheme Main Rd, Block B Pak-Arab Housing Scheme, Lahore, Punjab 54600, Pakistan","345","Plot 25-B، Commercial Market, Pak-Arab Housing Scheme Main Rd","4"
,,,,,"SFC Pizza Place","31.4379419","74.3635241","Fast food restaurant",,,"C9Q7+5CM, Gulshan Yaseen Colony, Lahore, Punjab, Pakistan","0","C9Q7+5CM",
,,,,,"SFC Pizza Place 🍕🍟","31.4275659","74.3815609","Fast food restaurant",,,"Ashyana Road, Main Iqbal Chowk, Lahore, Pakistan","0","Ashyana Road, Main Iqbal Chowk",
,,,,,"SCP Pizza Place","31.4377343","74.3634582","Restaurant",,,"Iqbal Chowk ashiana road, Gulshan Yaseen Colony, Lahore, Punjab, Pakistan","0","Iqbal Chowk ashiana road",
"1","1","1","0","0","Al Noor Foods ANF","31.4241334","74.3511487","Pizza restaurant",,"54000","Shop No 33 B Main Shadab, Colony, Lahore, 54000, Pakistan","3","Shop No 33 B Main Shadab, Colony","3.3"
,,,,,"Hot & Tasty Pizza and Fast food","31.4342977","74.3770152","Fast food restaurant",,"54760","kamahan Puli, Azam chowk, Kamahan - Lidher Rd, near cottan web, Kamahan Village, Lahore, Punjab 54760, Pakistan","0","kamahan Puli, Azam chowk, Kamahan - Lidher Rd, near cottan web",
"3","0","2","0","0","BFC Pizza","31.3971416","74.3045776","Fast food restaurant",,,"Bfc pizza, Kahna Kacha Flyover, Kana Kacha, Lahore, Punjab, Pakistan","5","Bfc pizza, Kahna Kacha Flyover","3.4"
"9","0","0","2","0","Hot Bird 🍕 h,ol","31.4184611","74.3532259","Fast food restaurant",,"54000","Girl Hostel back side, 184 Shop 1 Akhtar Saeed, Jasmine block, Lahore, 54000, Pakistan","11","Girl Hostel back side, 184 Shop 1 Akhtar Saeed, Jasmine block","4.6"
"4","0","0","0","0","Chunky Joy Fast Food","31.421289","74.3626313","Fast food restaurant",,"05441","Shop No. 581, Suleman block, Main Nishter Colony Main Bazar, Nishter Colony, Lahore, Punjab 05441, Pakistan","4","Shop No. 581, Suleman block, Main Nishter Colony Main Bazar","5"
,,,,,"Pizza Spot","31.435525","74.3561525","Restaurant",,"54000","111 Lahore – Kasur Rd, Awan Market, Lahore, Punjab 54000, Pakistan","0","111 Lahore – Kasur Rd",
,,,,,"BM Pizza Cheese","31.4224644","74.3480427","Restaurant",,,"Gillani Park, 94/90 Liquat street, Shadab Colony Rd, Lahore, Pakistan","0","Gillani Park, 94/90 Liquat street, Shadab Colony Rd",
"14","1","0","0","1","Tawazo's Downtown","31.3893043","74.2854477","Restaurant",,"54000","3B Defence Rd, NESPAK PHASE 3 Block B Engineers Town, Lahore, Punjab 54000, Pakistan","16","3B Defence Rd","4.8"
,,,,,"BABA NON & PIZZA SHOP","31.4249545","74.1923901","Pizza restaurant",,,"C5FR+XXJ, Unnamed Road, Block B Iqbal Avenue Phase 3 Iqbal Avenue - Phase 3, Lahore, Punjab, Pakistan","29","C5FR+XXJ, Unnamed Road","4.1"
,,,,,"Pizza and More","31.404112","74.1907804","Italian restaurant",,,"C53R+J8R, H-Block, Block F Block H Canal Gardens, Lahore, Punjab, Pakistan","10","C53R+J8R, H-Block","3.8"
,,,,,"First Step Tandoori Pizza","31.4270184","74.1760682","Pizza restaurant",,,"C5GG+RC4, Chung, Lahore, Punjab, Pakistan","2","C5GG+RC4","5"
,,,,,"Domino's Pizza - DHA EME","31.4433265","74.2097252","Pizza restaurant","$$",,"Plot 416, Block J DHA EME Sector, Lahore, Punjab, Pakistan","258","Plot 416","3.6"
,,,,,"Jubilee Fast Food","31.4092949","74.1842445","Pizza restaurant",,"54000","Plot C1, Block C Jubilee Town Housing Scheme, Lahore, Punjab 54000, Pakistan","288","Plot C1","4"
,,,,,"Hot & Taste Chung","31.4268311","74.1759377","Pizza restaurant",,"54000","Opposite Gormet Bakery Chung, Multan Rd, Chung, Lahore, Punjab 54000, Pakistan","33","Opposite Gormet Bakery Chung, Multan Rd","4.3"
,,,,,"The Mad Chef (TMC)","31.4210387","74.1842314","Pizza restaurant",,"54000","32-33, Commercial A Block Izmir, Lahore, 54000, Pakistan","3","32-33","5"
,,,,,"Taco Bite","31.4138882","74.2213888","Pizza restaurant",,,"15 b Sher Shah Link Rd, Talib Ganj, Lahore, Punjab, Pakistan","379","15 b Sher Shah Link Rd","4.1"
,,,,,"Pizza Bank Muridke","31.7974217","74.2550017","Pizza restaurant",,,"Q7W4+X26, Service Rd, Canal Park Muridke, Sheikhupura, Punjab, Pakistan","3","Q7W4+X26, Service Rd","5"
,,,,,"Nineteen cafe muridke","31.7950183","74.2557897","Pizza restaurant",,"39000","19 cafe Main GT Rd, near dory bakery, opposite sidique sweets, Mohalla Nizam Park, Muridke, Sheikhupura, Punjab 39000, Pakistan","4","19 cafe Main GT Rd, near dory bakery, opposite sidique sweets","4.8"
,,,,,"Timmy's - Izmir Town","31.4211812","74.1827428","Pizza restaurant",,"53800","16-A, Izmir, Lahore, 53800, Pakistan","41","16-A","3.8"
,,,,,"Domino's Times MDK","31.8146529","74.2479036","Pizza restaurant",,,"R67X+V56, Daoke Muridke, Sheikhupura, Punjab, Pakistan","51","R67X+V56","4.4"
,,,,,"Pizza Venue Al rehman garden","31.5905081","74.2509692","Pizza restaurant",,"42000","Plaza No. 84, Hassan Commercial, Lahore, Punjab 42000, Pakistan","114","Plaza No. 84, Hassan Commercial","4.3"
,,,,,"Taco Bite","31.7935432","74.2561907","Pizza restaurant",,"39000","Chahal Garden, Muridke, Sheikhupura, Punjab 39000, Pakistan","215","Chahal Garden","4.2"
,,,,,"The Hunger Hut | Fast Food restaurant Shahdara | Pizza & Burger","31.6509682","74.2830607","Pizza restaurant",,"52251","Iqbal palaza, Main GT Rd, Peoples Colony Ferozewala, Lahore, Punjab 52251, Pakistan","160","Iqbal palaza, Main GT Rd","4.1"
,,,,,"Pizza Crust 🍕","31.5557679","74.3641656","Pizza restaurant",,"05478","Street No. 9, Scheme No 1 Mustafabad, Lahore, Punjab 05478, Pakistan","1","Street No. 9","5"
,,,,,"Pizzay Di Hatti 3","31.5928238","74.3049229","Pizza restaurant",,,"Ravi Rd, Qila Lachman Singh, Lahore, Punjab, Pakistan","52","Ravi Rd","4.1"
,,,,,"Pizza Home","31.5502007","74.4169286","Pizza restaurant",,,"HC28+3QM, Hussain Rd, Shahid Town Aziz Bhatti Town, Lahore, Punjab, Pakistan","1","HC28+3QM, Hussain Rd","5"
,,,,,"Oma's Pizza and Fast Food","31.656637","74.2819632","Pizza restaurant",,,"GT Rd, Rachna Town Ferozewala, Lahore, Punjab, Pakistan","346","GT Rd","4.1"
"7","3","3","0","1","Forks n knives Pizza kitchen","31.4237046","74.3411068","Restaurant",,"54600","Pak Arab Society F1, 0024 E Block, Lahore, 54600, Pakistan","14","Pak Arab Society F1, 0024 E Block","3.7"
"35","19","6","4","0","PIZZA KING","31.3937125","74.1747671","Restaurant","$$",,"Plot C 23, Block B Canal Gardens, Lahore, Punjab, Pakistan","64","Plot C 23","4.2"
"1","0","0","0","0","The Pizza Master","31.4051539","74.1905344","Fast food restaurant",,,"208 Umer Rd, Block D Block F Jubilee Town Housing Scheme, Lahore, Punjab, Pakistan","1","208 Umer Rd","5"
"19","3","2","1","3","One Bite Pizza","31.3937459","74.1745501","Fast food restaurant",,,"8, Block B Commercial Area Block B Canal Gardens, Lahore, Punjab, Pakistan","28","8","4.2"
"40","12","1","7","6","NY 99 Pizza","31.4062609","74.1907872","Fast food restaurant",,,"71 F, near Allied School, Lahore, Pakistan","66","71 F, near Allied School","4.3"
"10","0","0","0","0","AAA pizza","31.4138622","74.2239623","Fast food restaurant",,,"Block 118 A block, Raiwind Rd, Block A Sher Shah Colony, Lahore, Punjab, Pakistan","10","Block 118 A block, Raiwind Rd","5"
"13","3","0","1","0","Salt Inn Pizza","31.4029016","74.1640273","Restaurant",,,"C537+5J6, Block C Pgshs 1, Lahore, Punjab, Pakistan","17","C537+5J6","4.7"
"15","0","1","0","1","nesto's Pizza","31.393923","74.1737996","Fast food restaurant",,,"36 B Commercial, Canal Gardens, Lahore, Pakistan","17","36 B Commercial","4.6"
,,,,,"M R Food Club","30.7525574","74.1191329","Pizza restaurant",,,"Q439+2MC, Kanganpur, Kasur, Punjab, Pakistan","3","Q439+2MC","3.3"
,,,,,"PIZZA STORE","31.3569375","74.1844375","Restaurant",,"53720","954M+QQG, Violet Block Bahria Town, Lahore, Punjab 53720, Pakistan","80","954M+QQG","5"
,,,,,"Pizzeria","31.3839063","74.1687399","Restaurant",,,"95M9+HF9, Sector C Commercial Area Sector C Bahria Town, Lahore, Punjab, Pakistan","65","95M9+HF9","4.3"
,,,,,"MR.PIZZA BAHRIA BRANCH","31.3818125","74.1675625","Fast food restaurant",,"53720","MAIN GATE, CANAL ROAD, opposite BAHRIA TOWN, Superior Services Housing Society, Lahore, Punjab 53720, Pakistan","7","MAIN GATE, CANAL ROAD, opposite BAHRIA TOWN","5"
,,,,,"PIZZA IN-Bahria Town","31.3681715","74.1878142","Fast food restaurant",,"53720","227-B, Tulip Commercial Ext Sector C Bahria Town, Lahore, 53720, Pakistan","15","227-B","3.3"
"37","7","4","5","2","Shahid Pizza & Fast Food","31.4266897","74.1762834","Restaurant",,,"C5GG+MGF, Multan Rd, Chung, Lahore, Punjab, Pakistan","55","C5GG+MGF, Multan Rd","4.3"
"45","16","5","9","4","Al noor pizza","31.3896105","74.1901864","Fast food restaurant",,,"Suit 4, Takbeer Block, Azam Bharti Market, Takbeer Block Sector B Bahria Town, Lahore, Punjab, Pakistan","79","Suit 4, Takbeer Block, Azam Bharti Market","4.2"
"3","1","2","1","0","Royal Spicy chicken","31.4137303","74.219244","Pizza restaurant",,"53700","40b main shershah colony link road, 1 Raiwind Rd, near lda avenue, near jubilee town, Lahore, 53700, Pakistan","7","40b main shershah colony link road, 1 Raiwind Rd, near lda avenue, near jubilee town","3.4"
"5","2","1","1","0","Pizza N Steak Bahria Town","31.3869376","74.1909924","Restaurant",,"54000","13/B, Shaheen Block Sector B Bahria Town, Lahore, Punjab 54000, Pakistan","9","13/B","4.1"
"1","0","0","0","0","Cheesy Charm Pizza","31.396483","74.1764766","Fast food restaurant",,,"211 AA Block Rd, Block C Canal Gardens, Lahore, Punjab, Pakistan","1","211 AA Block Rd","5"
"1","0","1","0","0","Sarpinos Pizzeria and Wayback Burgers","31.3901875","74.1689375","Fast food restaurant",,,"95R9+3H5, Canal Gardens, Lahore, Punjab, Pakistan","2","95R9+3H5","3"
"9","1","0","0","0","Best Pizza Bites and Grill","31.3544534","74.2158788","Fast food restaurant",,"54000","12-B, Block B Awt Housing Scheme Phase 2 AWT Phase 2, Lahore, 54000, Pakistan","10","12-B","4.9"
"113","8","11","4","1","Peri Peri Grill Cottage","31.3709642","74.1856258","Restaurant",,"54000","C, 95-A Sector, Commercial Commercial Area Sector C Bahria Town, Lahore, Punjab 54000, Pakistan","137","C, 95-A Sector","4.5"
"142","22","15","6","1","Big Bites Fast Food Restaurant Bahria Town Lahore","31.3751288","74.1869699","Fast food restaurant",,"53720","173 B Sector C Commercial, Bahria Town, Lahore, 53720, Pakistan","186","173 B Sector C Commercial","4.5"
,,,,,"Spice cuisine pizza shop","31.4616371","74.347781","Pizza restaurant",,,"Abid market qainchi stop, Bostan Colony, Lahore, Punjab, Pakistan","11","Abid market qainchi stop","5"
"10","0","2","0","0","Pizza Pro","31.3689699","74.2414742","Fast food restaurant",,,"969R+HHQ, Block A Fazaia Housing Society, Lahore, Punjab, Pakistan","12","969R+HHQ","4.3"
"3","1","0","1","0","One bite pizza bahria town","31.3712654","74.1866836","Fast food restaurant",,"53720","105-B, Commerical Zone, Sector C Commercial Area Sector C Bahria Town, Lahore, Punjab 53720, Pakistan","5","105-B, Commerical Zone","4.4"
"75","38","24","27","5","Butt G Fast Foods","31.4137473","74.2210204","Fast food restaurant",,,"C67C+FCR, Sher Shah Link Rd, Block B Talib Ganj, Lahore, Punjab, Pakistan","169","C67C+FCR, Sher Shah Link Rd","3.8"
"159","28","26","13","5","Sultan Shawarma - Bahria Town","31.3738455","74.1852698","Shawarma restaurant",,"53720","129-A, Gulmohar block, sector C, Commercial Area Bahria Town, Lahore, 53720, Pakistan","231","129-A, Gulmohar block, sector C","4.3"
"3","0","0","0","0","Hammy's pizza delight","31.4209246","74.1846009","Restaurant",,,"Block A Izmir, Lahore, Punjab, Pakistan","3",,"5"
"3","0","0","0","0","Chicago Downtown Pizza","31.3711982","74.1851056","Fast food restaurant",,"53720","100 A, 1st Floor, Commercial, Commercial Area Sector C Bahria Town, Lahore, Punjab 53720, Pakistan","3","100 A, 1st Floor, Commercial","5"
"10","0","1","0","0","Crispo","31.4086903","74.1898132","Fast food restaurant",,,"74 Jubilee Town Rd, Block C Commercial Area Jubilee Town Housing Scheme, Lahore, Punjab, Pakistan","11","74 Jubilee Town Rd","4.6"
"7","0","0","0","0","Food Planet","31.4254604","74.1753191","Fast food restaurant",,"53700","Chung plaza, 20Km Multan Rd, Chung, Lahore Punjab 53720, Lahore, 53700, Pakistan","7","Chung plaza, 20Km Multan Rd, Chung, Lahore Punjab 53720","5"
"75","35","28","15","6","Naan Hut Lake City branch","31.3540728","74.2445581","Restaurant","$$",,"Lake City Main Blvd, Block M 7 Lake City, Lahore, Punjab, Pakistan","159","Lake City Main Blvd","3.8"
"16","4","2","1","1","Eaters Arena","31.3935948","74.2455901","Restaurant",,,"Alternate Rte To Raiwind Rd, Yousuf Town, Lahore, Punjab, Pakistan","24","Alternate Rte To Raiwind Rd","4.3"
"145","21","13","6","6","EATOLOGY","31.3707484","74.1854725","Restaurant",,"54000","Plaza No. 94 A, C, Sector C Chambelli Block Sector C Bahria Town, Lahore, Punjab 54000, Pakistan","191","Plaza No. 94 A, C","4.5"
"168","30","16","21","7","Pizza Pro","31.3556893","74.2154353","Restaurant","$$",,"Block B Awt Housing Scheme Phase 2 AWT Phase 2, Lahore, Punjab, Pakistan","242",,"4.4"
"171","100","47","56","16","Fri Chiks","31.3755629","74.1857622","Fast food restaurant",,"54000","Fri Chiks, c, 13-A Gulmohr Commercial Area Sector C Bahria Town, Lahore, Punjab 54000, Pakistan","390","Fri Chiks, c","3.9"
"2707","237","76","70","33","Cheezious - Nespak","31.4271079","74.1841072","Fast food restaurant",,"54770","1A canal bank road, Block A Nespak Housing Society Phase 2 NESPAK Housing Society Phase II Site 1, Lahore, Punjab 54770, Pakistan","3123","1A canal bank road","4.8"
"28","1","2","0","0","Captain Cuisine","31.3571486","74.1757034","Fast food restaurant",,"54000","Plaza 56 Quaid Block Behria Town Quid, Block, Lahore, 54000, Pakistan","31","Plaza 56 Quaid Block Behria Town Quid, Block","4.7"
"1397","68","40","21","9","Juicy Chuck Lake City","31.352784","74.2519982","Restaurant",,"54000","Block M 7 Lake City, Lahore, Punjab 54000, Pakistan","1535",,"4.8"
"1","0","0","0","0","Chipotle Pizza & Burgers","31.353671","74.2459317","Family restaurant",,,"34/4 Main Boulevard, Raiwind Rd, Lake City, Lahore, Pakistan","1","34/4 Main Boulevard, Raiwind Rd","5"
"13","1","4","0","0","Rafayel by Rafayel","31.3904652","74.1690464","Restaurant",,"54000","Chishti plaza # 905 Main Canal bank Road Sector A Bahria town Lahore Ground floor Chishti plaza #905 canal bank road, A, Bahria Town, Lahore, 54000, Pakistan","18","Chishti plaza # 905 Main Canal bank Road Sector A Bahria town Lahore Ground floor Chishti plaza #905 canal bank road, A","4.1"
